cat 2022,Località,comune senza link,località senza link,Immagini_fotografie sopralluogo,cat 1853,dest uso 1853,sezione località,dest uso 1853 - extra,cat 1807,stato_conservazione_globale,destinazione_uso_attuale,stato_utilizzo_attuale,stato_conservazione_globale (doppie),cat 1951,dest uso 1950,vincoli e tutele,TARI 2021 - da tenere,IMU 2021 - da tenere,note - da tenere,caratteri_storico_culturali,apparati decorativi,apparati decorativi - stato di conservazione,infissi esterni - tipologia,infissi esterni - materiale,infissi esterni - stato di conservazione,collegamenti esterni - tipologia,collegamenti esterni - materiale,collegamenti esterni - stato di conservazione,accessibilità,smaltimento_acqua,smaltimento_acqua - stato di conservazione,finiture esterne - tipologia,finiture esterne - dettaglio materiale intonaco,finiture esterne - conservazione,componenti strutturali verticali - materiale,componenti verticali - tecnica costruttiva,componenti verticali - conservazione,componenti - coperture - materiale,componenti - coperture - tecnica costruttiva,componenti - coperture - conservazione,componenti strutturali orizzontali - tecnica costruttiva,componenti strutturali orizzontali - materiale,componenti strutturali orizzontali - conservazione,componenti - fondazioni,presenza_opere_provvisionali,degrado - finiture esterne,degrado - componenti vert,degrado - coperture,unità 1 - piani,unità 2 - piani,unità 3 - piani,pavimentazioni_esterne,impiantistica,Comune,loc senza link 
45_890,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5805.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5803.jpg",1309,SF,,,parziale,perdita funzionalità,produttivo rurale,disuso - rudere,perdita funzionalità,,,,con riduzione,C02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_882,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5806.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5796.jpg",0,,,,,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,,,,immobili attivi,,altra osteria storica (oggi trasformato),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_897,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5806%201.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5800.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5797.jpg",0,,,,,fenomeni di degrado superficiali,servizio,uso temporaneo,"fenomeni di degrado superficiali, senza fenomeni di degrado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_238,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5792.jpg,1590,P SF,,,presente,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,,,,immobili attivi,,,,,,,,,,,,,,,,,,calcestruzzo armato,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_812,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,,0,,,,,non presente,non rilevabile,non presente,fenomeni di degrado diffusi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_223,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5809.jpg,7803,CC,,,presente,perdita funzionalità,multifunzione,disuso - rudere,perdita funzionalità,,,,,,923+223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_891,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5808.jpg,1027,CC,,,presente,non presente,non rilevabile,non presente,fenomeni di degrado diffusi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_231,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,,1449,P SF,,,presente,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,,,,,,,,,,,,,,,,,,,intonaco_fine,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_889,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5816.jpg,1311,CC,,,presente,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,,,,con riduzione,A04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_227,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5817.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5810.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5807.jpg",1310,CC,,,parziale,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,,,,immobili attivi,C06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_170,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5823%201.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5822%201.jpg",1017,CC,,,presente,"modifiche sostanziali caratteri tradizionali, senza fenomeni di degrado",residenziale,uso temporaneo,"modifiche sostanziali caratteri tradizionali, senza fenomeni di degrado",,,,immobili attivi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_892,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5813.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5811.jpg",,,,,,perdita funzionalità,multifunzione,disuso - rudere,perdita funzionalità,,,,con riduzione,C02,892+173,cardèn (struttura in legno incardinata),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_171,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5827.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5821.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5819.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5815.jpg",1019,CC,,,presente,fenomeni di degrado superficiali,residenziale,uso temporaneo,fenomeni di degrado superficiali,,,,con riduzione,A04,vendesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_C,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,,,,,,presente,,luogo di culto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_173,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5813.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5811.jpg",1020,SF,,,presente,perdita funzionalità,multifunzione,disuso - rudere,perdita funzionalità,,,,,,173+892,cardèn (struttura in legno incardinata),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_117,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5790.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5789.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5784.jpg",1316,CC,,,presente,fenomeni di degrado superficiali,residenziale,uso temporaneo,fenomeni di degrado superficiali,,,,immobili attivi,,,,dipinti - affreschi,,,,,,,,,,,,,,,incardinato + basamento e/o parziale rivestimento in pietra,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_174,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5802.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5794.jpg",1312,CASA COADIUTORALE,,,presente,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,,,,con riduzione,A04,BENEFICIO MEDIOEVALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_A,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,,,,,,presente,,luogo di culto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_118,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5783.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5770.jpg",1319,CC,,,parziale,fenomeni di degrado superficiali,residenziale,uso temporaneo,fenomeni di degrado superficiali,,,,immobili attivi,A04,,,,,,,,,,,,,,,,,,,,,,,,,,,,"erosione malta di rivestimento, lacuna malta di rivestimento, rappezzi cementizi",,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_110,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5826.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5820.jpg",,,,,,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,,,,immobili attivi,A03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_114,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5773.jpg,1323,SF,,,presente,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,,,,immobili attivi,,(nella foto è dietro quella coi balconi),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_116,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5772.jpg,1320,CC,,,presente,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,,,,immobili attivi,A03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_880,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5778.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5776.jpg",1322,SF,,,presente,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_115,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5781.jpg,1317,SF,,,presente,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,,,,immobili attivi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_112,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5793.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5779.jpg",1315,,,,presente,fenomeni di degrado superficiali,residenziale,disuso,"fenomeni di degrado superficiali, senza fenomeni di degrado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_111,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5826.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5820.jpg",,,,,,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,,,,immobili attivi,A04,è stato ufficio postale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_178,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5785.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5769.jpg",1447,SF,,,presente,fenomeni di degrado superficiali,residenziale,uso permanente,"fenomeni di degrado superficiali, senza fenomeni di degrado",,,,immobili attivi,A03,(baldiscio 25 - perm - da verificare),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_124,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5762.jpg,1442,CC,,,presente,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,,,,immobili attivi,C02,121+124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_150,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,,,,,,,non rilevabile,residenziale,uso temporaneo,non rilevabile,,,,immobili attivi,A02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_149,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5731.jpg,1476,CC,,,,senza fenomeni di degrado,residenziale,uso permanente,senza fenomeni di degrado,,,,,,146 + 149 (piota 1 - perm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_210,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5733.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5725.jpg",,,,,,fenomeni di degrado superficiali,multifunzione,disuso,fenomeni di degrado superficiali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_146,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5731.jpg,1475,SF,,,presente,senza fenomeni di degrado,residenziale,uso permanente,senza fenomeni di degrado,,,,immobili attivi,,146 + 149 (piota 1 - perm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_141,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5738.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5732.jpg",1474,CC,,,presente,senza fenomeni di degrado,residenziale,disuso,senza fenomeni di degrado,,,,,,140+141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_127,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5755.jpg,,,,,,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,,,,immobili attivi,A04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_268,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5777.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5771.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5763.jpg",1436,P SF,,,presente,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,,,,,,120+268+58,,,,,,,,,,,,,intonaco_tintura,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_129,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5756.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5751.jpg",,,,,,fenomeni di degrado superficiali,residenziale,uso temporaneo,"fenomeni di degrado superficiali, senza fenomeni di degrado",,,,immobili attivi,A04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_121,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5762%201.jpg,,,,,,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,,,,,,121+124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_120,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5777%201.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5771.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5763.jpg",,,,,,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,,,,,,120+268+58,,,,,,,,,,,,,intonaco_tintura,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_58,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5777%202.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5775.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5771.jpg",1435,CC,,,presente,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,,,,immobili attivi,,"(edificio che ora non c’è più a fianco era segheria)

120+268+58",,,,,,,,,,,,,non presente,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_144,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5739.jpg,1471,CC,,1497 - SF,presente,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,,,,,,144+145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_145,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5739.jpg,7883,CC,,1472 - CC,presente,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,,,,immobili attivi,,144+145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_137,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5745.jpg,1411,CC,,,,"modifiche sostanziali caratteri tradizionali, senza fenomeni di degrado",residenziale,uso permanente,"modifiche sostanziali caratteri tradizionali, senza fenomeni di degrado",,,,,,baldiscio 6 - perm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_138,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5742.jpg,1409,P SF,,,parziale,senza fenomeni di degrado,"commerciale, residenziale",uso permanente,senza fenomeni di degrado,,,,immobili attivi,A03,baldiscio 2 - perm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_79,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5737.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5735.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5720.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5878.heic",10512,LT,,CC,presente,fenomeni di degrado superficiali,residenziale,disuso,fenomeni di degrado superficiali,,,,,,,,"cornici lapidee o tinte, dipinti - affreschi, finestre a sguincio",,,,,,,,,,,,,,,,,,,,,,,,,"erosione malta di rivestimento, fessurazioni, lacuna malta di rivestimento",,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_70,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5723.jpg,,,,,,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,,,,,,,,,,,,,,,,,,,,,,,,,calcestruzzo armato,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_72,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5721.jpg,1404,SF,,,parziale,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,,,,,,tintura bianca e muratura a vista,,,,,,,,,,,,,intonaco_tintura,,,,,,,,,,,,,,,,,2,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_888,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5735%201.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5878%201.heic, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5726.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5724.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5720%201.jpg",1402,CC,,,presente,senza fenomeni di degrado,"commerciale, residenziale",uso permanente,senza fenomeni di degrado,,,,immobili attivi,,cardinello 3 - perm (B&B),,"cornici lapidee o tinte, dipinti - affreschi, finestre a sguincio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_76,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/B57AAF2D-5BDA-4795-B8B1-3DC344EDAA72.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/53687B4F-82AE-4863-9CB6-40CEBDF13647.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5740.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5736.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5721%201.jpg",1403,CASA,,,presente,senza fenomeni di degrado,commerciale,uso permanente,senza fenomeni di degrado,,,,immobili attivi,,locanda storica del Cardinello - 1722 - ultima Stazione di Posta della via dello Spluga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_142,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5738.jpg,1473,CC,,,presente,fenomeni di degrado superficiali,residenziale,uso temporaneo,"fenomeni di degrado superficiali, senza fenomeni di degrado",,,,con riduzione,A04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
45_140,Isola (https://www.notion.so/Isola-59cbc18aa9b1402fb2a0ba148ceaf494?pvs=21),Madesimo,Isola,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5738.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5732.jpg",10515,CC,,,presente,senza fenomeni di degrado,residenziale,disuso,senza fenomeni di degrado,,,,,,140+141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/965dae81402942d184e9b9538c72a266,Isola
