anno cens,Com_Den,Sottosistemi territoriali,Località,Loc_Fr di rif,Loc_Cod,Località 1971,Loc_pop res,Com_abitazioni occupate,"Com_abitazioni non occupate ",Com_n fam,% ab non occupate / tot,% ab non occupate / tot (1),concat
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),Prata (https://www.notion.so/Prata-e37c993934cf4021b67d0a66f861fde5?pvs=21),Prata Centro,1,Prata Centro,782,,,,,,Prata
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),Lottano (https://www.notion.so/Lottano-e903387074a049c1a62cd003d19e67b6?pvs=21),Prata Centro,2,Lottano,11,,,,,,Lottano
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),Tanno (https://www.notion.so/Tanno-271f37cec00a4bb2977ac3f822568d04?pvs=21),Prata Centro,2,Tanno,45,,,,,,Tanno
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),Cascina del Curto (https://www.notion.so/Cascina-del-Curto-0e56c01773644be48d756393365a8e48?pvs=21),S Cassiano,2,Cascina del Curto,17,,,,,,Cascina del Curto - Pr_1951
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),Malaguardia (https://www.notion.so/Malaguardia-b6484c5904cd4d85b69beacd32cce8e7?pvs=21),S Cassiano,2,Malaguardia,55,,,,,,Malaguardia
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),Porettina (https://www.notion.so/Porettina-c4084e17afa84e0fb344e1930fbaa1df?pvs=21),S Cassiano,2,Porettina di Sopra,124,,,,,,Porettina Alta_1991
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),Porettina (https://www.notion.so/Porettina-c4084e17afa84e0fb344e1930fbaa1df?pvs=21),S Cassiano,2,Porettina di Sotto,48,,,,,,Porettina Bassa_1951
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),,Monte Beleniga,4,,0,,,,,,
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),,S Cassiano,3,case sparse,199,,,,,,case sparse San Cassiano_1951
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),Prata Camportaccio (https://www.notion.so/Prata-Camportaccio-0d1eb1359aef447495ccd26ded9968e8?pvs=21),Prata (https://www.notion.so/Prata-11c7c49d99b180c693e1d9e78c586d94?pvs=21),,,, ,,528,68,555,0.114093959732,0.885906040268,
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),,,,,,,646,62,652,0.087570621469,0.912429378531,
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),,Somaggia,3,case sparse,193,,,,,,case sparse Somaggia_1951
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),,Era,3,case sparse,11,,,,,,case sparse Era_1971
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),,Motto Rotondo,4, ,0,,,,,,
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Giumello (https://www.notion.so/Giumello-b92f5a69cf23451d98e5fdd209e56759?pvs=21),Somaggia,2,Giumello,166,,,,,,Giumello_1951
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Somaggia (https://www.notion.so/Somaggia-fa259b089c0e42c28c19b63debd0c4a6?pvs=21),Somaggia,1,Somaggia,371,,,,,,Somaggia
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Vigazzolo (https://www.notion.so/Vigazzolo-5ae71e390b814474b8f1dd535322d1a4?pvs=21),Era,2,Vigazzolo,44,,,,,,Vigazzolo
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),,Era,2,Giavere,155,,,,,,Giavere_np - 1951
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Casenda (https://www.notion.so/Casenda-b2932e12afc34154adfb4476324e3e82?pvs=21),Era,2,Casenda,185,,,,,,Casenda
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Nogaredo (https://www.notion.so/Nogaredo-49c811bf426c4a1c84c8b76f18eeac0d?pvs=21),Era,2,Nogaredo,123,,,,,,Nogaredo
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Montenuovo (https://www.notion.so/Montenuovo-e1ab5062b12346ada0b957e7029e570d?pvs=21),Era,2,Montenuovo,6,,,,,,Montenuovo
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Era / S Andrea (https://www.notion.so/Era-S-Andrea-ab98aa8a7c95417eaea3195cb10507ce?pvs=21),Era,1,Era,384,,,,,,Era / S Andrea
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Pedemonte (https://www.notion.so/Pedemonte-a513f33dfb9244d78ef268f65217ccea?pvs=21),S Pietro,2,Peremonte Canfer,57,,,,,,Pedemonte
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Monastero (https://www.notion.so/Monastero-9e7f2da80a054fc29ec76bbb246cb44e?pvs=21),S Pietro,2,Monastero,7,,,,,,Monastero
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),Overina (https://www.notion.so/Overina-29af4a7e66e34fb09d06c4dea42d312e?pvs=21),S Pietro,2,Roverina (Overina),102,,,,,,Overina
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),S Pietro (https://www.notion.so/S-Pietro-efab36e5b7524ecab77848c7be9d2849?pvs=21),S Pietro,1,S Pietro,666,,,,,,S Pietro
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),,,Pizzo Stella,4,,0,,,,,,
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-e18092e4bc0948ceb4db7f57c981a030?pvs=21),Motta San Guglielmo (https://www.notion.so/Motta-San-Guglielmo-0a936808a9e34335959c17e883d3f80e?pvs=21),S Giacomo Filippo,2,Motta San Guglielmo,70,,,,,,
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-e18092e4bc0948ceb4db7f57c981a030?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-feb68d992d62434f93bc4892f31eabc9?pvs=21),S Giacomo Filippo,3,case sparse,16,,,,,,
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-e18092e4bc0948ceb4db7f57c981a030?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-feb68d992d62434f93bc4892f31eabc9?pvs=21),S Giacomo Filippo,1,S Giacomo Filippo,250,336,,,0,1,
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),Sommarovina (https://www.notion.so/Sommarovina-0baad02d2acf40fea6532e11d2ad5f28?pvs=21),Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),Sommarovina,1,Sommarovina,1,,,,,,
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),,,Pizzo Savino,4,,0,,,,,,
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),,,Bacino del Truzzo,4,,0,,,,,,
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),San Bernardo (https://www.notion.so/San-Bernardo-026e9f633635428bae3ee14694a74cd8?pvs=21),,S Bernardo,3,case sparse,10,,,,,,
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),San Bernardo (https://www.notion.so/San-Bernardo-026e9f633635428bae3ee14694a74cd8?pvs=21),San Rocco / Scannabecco (https://www.notion.so/San-Rocco-Scannabecco-b5767a654b824576afb6958321c9d86d?pvs=21),S Bernardo,2,Scannabecco,41,,,,,,
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),San Bernardo (https://www.notion.so/San-Bernardo-026e9f633635428bae3ee14694a74cd8?pvs=21),San Bernardo (https://www.notion.so/San-Bernardo-28dc652fbed44b289167967f4fa7495e?pvs=21),S Bernardo,2,Martinone,53,,,,,,
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),San Bernardo (https://www.notion.so/San-Bernardo-026e9f633635428bae3ee14694a74cd8?pvs=21),San Bernardo (https://www.notion.so/San-Bernardo-28dc652fbed44b289167967f4fa7495e?pvs=21),S Bernardo,1,S Bernardo,33,,,,,,
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),Olmo (https://www.notion.so/Olmo-e266e73304de44659843f19c2192bf9a?pvs=21),,Olmo,3,case sparse,3,,,,,,
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),Olmo (https://www.notion.so/Olmo-e266e73304de44659843f19c2192bf9a?pvs=21),La Motta (https://www.notion.so/La-Motta-08b6041769ee412b963eee76ed144522?pvs=21),Olmo,2,Motta d'Olmo,43,,,,,,
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),Olmo (https://www.notion.so/Olmo-e266e73304de44659843f19c2192bf9a?pvs=21),Ca di Bara (https://www.notion.so/Ca-di-Bara-ef0641a5f849477baa9f63cc415f1a00?pvs=21),Olmo,2,Ca di Bara,29,,,,,,
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),Olmo (https://www.notion.so/Olmo-e266e73304de44659843f19c2192bf9a?pvs=21),Olmo (https://www.notion.so/Olmo-6f74852fc0c54fef96da140f7738b8f0?pvs=21),Olmo,1,Olmo,176,,,,,,
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),Lirone/Gallivaggio (https://www.notion.so/Lirone-Gallivaggio-74919d941e124f1b93ad293980a67d4f?pvs=21),,Lirone,3,case sparse,4,,,,,,
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),Lirone/Gallivaggio (https://www.notion.so/Lirone-Gallivaggio-74919d941e124f1b93ad293980a67d4f?pvs=21),Cimaganda (https://www.notion.so/Cimaganda-a9e3372981be41cfaa06794a6d829b92?pvs=21),Lirone,2,Cimaganda,62,,,,,,
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),Lirone/Gallivaggio (https://www.notion.so/Lirone-Gallivaggio-74919d941e124f1b93ad293980a67d4f?pvs=21),Lirone (https://www.notion.so/Lirone-2bc1895b4a674102a583d2e05d0e4aee?pvs=21),Lirone,1,Lirone,58,,,,,,
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),Lirone/Gallivaggio (https://www.notion.so/Lirone-Gallivaggio-74919d941e124f1b93ad293980a67d4f?pvs=21),Gallivaggio (https://www.notion.so/Gallivaggio-18a72f5d334648b5b3fc1178ff421adc?pvs=21),Lirone,2,Gallivaggio,16,,,,,,
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),,,,,,,276,173,276,0.385300668151,0.614699331849,
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),Verceia (https://www.notion.so/Verceia-f622dc3b55e7451abebca40085f23e45?pvs=21),Verceia (https://www.notion.so/Verceia-11c7c49d99b1804c8f68fe6a53144479?pvs=21),,,,,,305,58,310,0.159779614325,0.840220385675,
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),Verceia (https://www.notion.so/Verceia-f622dc3b55e7451abebca40085f23e45?pvs=21),Verceia (https://www.notion.so/Verceia-11c7c49d99b1804c8f68fe6a53144479?pvs=21),,Lago di Mezzola,4,,0,,,,,,
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),Verceia (https://www.notion.so/Verceia-f622dc3b55e7451abebca40085f23e45?pvs=21),Verceia (https://www.notion.so/Verceia-11c7c49d99b1804c8f68fe6a53144479?pvs=21),Verceia (https://www.notion.so/Verceia-28b1d0ee04b54e73a765f60fc7bdb22d?pvs=21),Verceia,1,Verceia,1130,,,,,,Verceia
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),,Monte Droso,4,,0,,,,,,
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),,Monte Galleggione,4,,0,,,,,,
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),,,,,,378,96,390,0.20253164557,0.79746835443,Villa di Chiavenna_com
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),,,3,case sparse,40,,,,,,case sparse Villa di Chiavenna_1861_2001_2011
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),Dogana (https://www.notion.so/Dogana-11c7c49d99b1808cb387c182c6ebbb1c?pvs=21),,2,Dogana,51,,,,,,Dogana_1871
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),,,2,Pian della Ca,94,,,,,,Pian della Ca_1971
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),Chete (https://www.notion.so/Chete-faa0c61623cf413bbc3356deb2a4e862?pvs=21),,2,Chete,51,,,,,,Chete
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),Canete (https://www.notion.so/Canete-7b5f43b518074773928b569f3205b844?pvs=21),,2,Canete,17,,,,,,Canete
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),S Barnaba (https://www.notion.so/S-Barnaba-ce18e9f8fb8d4642834f615aa7421398?pvs=21),,2,S Barnaba,91,,,,,,S Barnaba
1971 (https://www.notion.so/1971-249a0d6e7df84acba3cd95ad3e1f15b5?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-d97ffb0f412740afbcd955d7d5d97073?pvs=21),,1,Villa di Chiavenna,1080,,,,,,Villa di Chiavenna
